svg_x,svg_y,t,S,stroke,dash,sw,style_key,curve_label
105.937,399.075,-20.860629045710255,-0.507499999999979,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,579.402,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,654.321,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
109.188,551.179,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
125.3,345.878,-17.12279570979747,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
141.412,551.179,-14.012535382976893,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
157.524,551.179,-10.902275056156316,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
173.636,551.179,-7.79201472933574,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
189.748,551.179,-4.681754402515168,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
205.86,551.179,-1.5714940756945879,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
221.972,551.179,1.5387662511259848,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
238.084,551.179,4.6490265779465645,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
254.197,551.179,7.759479944757629,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
270.309,551.179,10.869740271578209,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
286.421,551.179,13.980000598398782,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
