svg_x,svg_y,t,S,stroke,dash,sw,style_key,curve_label
105.937,349.128,-20.860629045710255,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,374.102,-20.860629045710255,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,449.021,-20.860629045710255,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,579.402,-20.860629045710255,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,654.321,-20.860629045710255,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
109.188,551.179,-20.233056036618045,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
109.188,554.429,-20.233056036618045,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
127.95,565.995,-16.611239734991454,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
141.412,345.878,-14.012535382976893,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
141.412,551.179,-14.012535382976893,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
157.524,345.878,-10.902275056156316,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
157.524,551.179,-10.902275056156316,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
164.575,358.924,-9.541150083191333,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
165.118,358.924,-9.436329368353721,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
169.148,585.433,-8.658378206667592,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
169.148,586.224,-8.658378206667592,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
169.938,586.224,-8.505876614178256,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
171.812,587.95,-8.144119671994673,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
171.812,588.839,-8.144119671994673,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
172.354,588.839,-8.039491997147557,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
173.636,345.878,-7.79201472933574,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
173.636,551.179,-7.79201472933574,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
182.765,603.048,-6.029752656126647,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
183.9,603.048,-5.810652266917273,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
183.9,603.64,-5.810652266917273,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
189.748,345.878,-4.681754402515168,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
189.748,551.179,-4.681754402515168,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
205.86,345.878,-1.5714940756945879,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
205.86,551.179,-1.5714940756945879,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
213.553,616.173,-0.08643742883320016,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
214.145,616.173,0.027842245538558075,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
221.972,345.878,1.5387662511259848,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
221.972,551.179,1.5387662511259848,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
229.637,624.066,3.0184177782535713,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
230.179,624.066,3.123045453100694,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
238.084,345.878,4.6490265779465645,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
238.084,551.179,4.6490265779465645,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
247.052,639.904,6.380209212686317,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
247.052,640.743,6.380209212686317,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
247.744,640.743,6.51379288610736,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
254.197,345.878,7.759479944757629,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
254.197,551.179,7.759479944757629,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
259.142,648.045,8.714062697744701,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
259.685,648.045,8.818883412582316,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
270.309,345.878,10.869740271578209,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
270.309,551.179,10.869740271578209,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
285.538,668.027,13.809546286793612,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
286.08,668.027,13.91417396164072,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
286.421,345.878,13.980000598398782,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
286.421,551.179,13.980000598398782,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
293.103,349.128,15.269893814871914,1.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
293.103,554.429,15.269893814871914,-0.05,#231f20,NA,0.5,#231f20|solid|0.500,NA
