svg_x,svg_y,t,S,stroke,dash,sw,style_key,curve_label
109.202,554.449,-20.230353476751144,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,554.449,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,679.818,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,679.818,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,679.818,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,680.854,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,680.854,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
173.638,680.854,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
