svg_x,svg_y,t,S,stroke,dash,sw,style_key,curve_label
105.937,374.102,-20.860629045710255,1.9898000000000167,#231f20,NA,0.5,#231f20|solid|0.500,NA
105.937,449.021,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
109.188,345.878,-20.233056036618045,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
109.188,554.429,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
109.188,629.348,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
141.412,345.878,-14.012535382976893,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
157.524,345.878,-10.902275056156316,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
173.636,345.878,-7.79201472933574,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
189.748,345.878,-4.681754402515168,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
205.86,345.878,-1.5714940756945879,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
221.972,345.878,1.5387662511259848,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
238.084,345.878,4.6490265779465645,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
254.197,345.878,7.759479944757629,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
270.309,345.878,10.869740271578209,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
286.421,345.878,13.980000598398782,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
